adjectives,answer,image_file,noun_lemma,people,qa_id,question,question_phrase,relevant,type
black,no black boot found,2336269.jpg,boot,man,-257298,why is man has black boots,black boot,0,attribute
plaid,plaid shirt found,2412096.jpg,shirt,boy,257326,why is boy is wearing a plaid shirt,plaid shirt,1,attribute
plaid,no plaid shirt found,2411600.jpg,shirt,boy,-257326,why is boy is wearing a plaid shirt,plaid shirt,0,attribute
brown,brown hair found,2412076.jpg,hair,woman,257348,how come woman has long and brown hair,brown hair,1,attribute
brown,no brown hair found,2373797.jpg,hair,woman,-257348,how come woman has long and brown hair,brown hair,0,attribute
"short,brown",short brown hair found,2412076.jpg,hair,man,257358,who has short brown hair,short brown hair,1,attribute
"short,brown",no short brown hair found,2393594.jpg,hair,man,-257358,who has short brown hair,short brown hair,0,attribute
white,white pant found,2412045.jpg,pant,player,257388,what is the player has white pants looking towards,white pant,1,attribute
white,no white pant found,2390662.jpg,pant,player,-257388,what is the player has white pants looking towards,white pant,0,attribute
brown,brown hair found,2412009.jpg,hair,boy,257410,how tall is boy with brown hair,brown hair,1,attribute
brown,no brown hair found,2368165.jpg,hair,boy,-257410,how tall is boy with brown hair,brown hair,0,attribute
green,green shirt found,2412008.jpg,shirt,catcher,257414,who has on a green shirt,green shirt,1,attribute
green,no green shirt found,2402028.jpg,shirt,catcher,-257414,who has on a green shirt,green shirt,0,attribute
black,black hat found,2411980.jpg,hat,man,257450,why is the person is wearing a black hat,black hat,1,attribute
black,no black hat found,2368254.jpg,hat,man,-257450,why is the person is wearing a black hat,black hat,0,attribute
blue,blue jean found,2411962.jpg,jean,boy,257460,why is boy is in blue jeans,blue jean,1,attribute
blue,no blue jean found,2333673.jpg,jean,boy,-257460,why is boy is in blue jeans,blue jean,0,attribute
blue,blue pant found,2411962.jpg,pant,boy,257464,where is boy has on blue pant,blue pant,1,attribute
blue,no blue pant found,2330242.jpg,pant,boy,-257464,where is boy has on blue pant,blue pant,0,attribute
red,red shirt found,2411961.jpg,shirt,person,257472,where is a person in a red shirt on the sidewalk going,red shirt,1,attribute
red,no red shirt found,2317319.jpg,shirt,person,-257472,where is a person in a red shirt on the sidewalk going,red shirt,0,attribute
blue,blue shirt found,2411953.jpg,shirt,girl,257496,why is the blue shirt of the girl,blue shirt,1,attribute
blue,no blue shirt found,1154.jpg,shirt,girl,-257496,why is the blue shirt of the girl,blue shirt,0,attribute
red,red shirt found,2411947.jpg,shirt,person,257518,how come person with red shirt,red shirt,1,attribute
red,no red shirt found,2386350.jpg,shirt,person,-257518,how come person with red shirt,red shirt,0,attribute
short,short hair found,2411943.jpg,hair,woman,257532,what is a woman with short hair have,short hair,1,attribute
short,no short hair found,2417362.jpg,hair,woman,-257532,what is a woman with short hair have,short hair,0,attribute
"short,brown",short brown hair found,2411922.jpg,hair,boy,257548,how come boy has short brown hair,short brown hair,1,attribute
"short,brown",no short brown hair found,2351596.jpg,hair,boy,-257548,how come boy has short brown hair,short brown hair,0,attribute
red,red jacket found,2411856.jpg,coat,person,257680,what person is in a red coat,red jacket,1,attribute
red,no red jacket found,2409302.jpg,coat,person,-257680,what person is in a red coat,red jacket,0,attribute
"short,brown",short brown hair found,2411851.jpg,hair,man,257700,why is man with short brown hair,short brown hair,1,attribute
"short,brown",no short brown hair found,713912.jpg,hair,man,-257700,why is man with short brown hair,short brown hair,0,attribute
white,white shirt found,2411842.jpg,shirt,man,257702,how come man in white shirt,white shirt,1,attribute
white,no white shirt found,2339477.jpg,shirt,man,-257702,how come man in white shirt,white shirt,0,attribute
black,black dress found,2411829.jpg,dress,woman,257708,how tall is woman dressed in a black dress,black dress,1,attribute
black,no black dress found,2353344.jpg,dress,woman,-257708,how tall is woman dressed in a black dress,black dress,0,attribute
black,black hair found,2411829.jpg,hair,woman,257714,why is woman with black hair,black hair,1,attribute
black,no black hair found,1592879.jpg,hair,woman,-257714,why is woman with black hair,black hair,0,attribute
black,black dress found,2411829.jpg,dress,woman,257718,why is woman in black dress,black dress,1,attribute
black,no black dress found,2396656.jpg,dress,woman,-257718,why is woman in black dress,black dress,0,attribute
gray,gray jacket found,2411823.jpg,jacket,man,257720,"what person is dressed in a blue , black and gray jacket",gray jacket,1,attribute
gray,no gray jacket found,2392150.jpg,jacket,man,-257720,"what person is dressed in a blue , black and gray jacket",gray jacket,0,attribute
black,black boot found,2411823.jpg,boot,man,257722,why is the person has on black boots,black boot,1,attribute
black,no black boot found,285865.jpg,boot,man,-257722,why is the person has on black boots,black boot,0,attribute
brown,brown pant found,2411821.jpg,pant,boy,257730,where is young boy has on brown pants,brown pant,1,attribute
brown,no brown pant found,2377491.jpg,pant,boy,-257730,where is young boy has on brown pants,brown pant,0,attribute
green,green jacket found,2411813.jpg,jacket,man,257746,where is man wears a green jacket,green jacket,1,attribute
green,no green jacket found,2379322.jpg,jacket,man,-257746,where is man wears a green jacket,green jacket,0,attribute
black,black hair found,2411809.jpg,hair,woman,257756,how come woman with black hair at a table,black hair,1,attribute
black,no black hair found,2860.jpg,hair,woman,-257756,how come woman with black hair at a table,black hair,0,attribute
red,red shirt found,2411784.jpg,shirt,man,257806,who has on a red shirt is carrying a grey and blue backpack over one shoulder,red shirt,1,attribute
red,no red shirt found,2379866.jpg,shirt,man,-257806,who has on a red shirt is carrying a grey and blue backpack over one shoulder,red shirt,0,attribute
curly,curly hair found,2411766.jpg,hair,man,257822,why is man has curly hair,curly hair,1,attribute
curly,no curly hair found,2384636.jpg,hair,man,-257822,why is man has curly hair,curly hair,0,attribute
purple,purple shirt found,2411758.jpg,shirt,boy,257846,why is young boy in a purple shirt,purple shirt,1,attribute
purple,no purple shirt found,2327426.jpg,shirt,boy,-257846,why is young boy in a purple shirt,purple shirt,0,attribute
black,black jacket found,2411733.jpg,jacket,man,257892,why is the person in a black jacket and white shoes,black jacket,1,attribute
black,no black jacket found,2343779.jpg,jacket,man,-257892,why is the person in a black jacket and white shoes,black jacket,0,attribute
blue,blue pant found,2411683.jpg,pant,person,257924,where is person has on blue pants,blue pant,1,attribute
blue,no blue pant found,2363474.jpg,pant,person,-257924,where is person has on blue pants,blue pant,0,attribute
blue,blue jacket found,2411666.jpg,coat,woman,257932,where is woman in a blue coat,blue jacket,1,attribute
blue,no blue jacket found,2355162.jpg,coat,woman,-257932,where is woman in a blue coat,blue jacket,0,attribute
short,short hair found,2411659.jpg,hair,woman,257946,where is a woman with short hair going,short hair,1,attribute
short,no short hair found,2322410.jpg,hair,woman,-257946,where is a woman with short hair going,short hair,0,attribute
yellow,yellow shirt found,2411633.jpg,shirt,man,257974,why is man jean shorts yellow shirt,yellow shirt,1,attribute
yellow,no yellow shirt found,2417733.jpg,shirt,man,-257974,why is man jean shorts yellow shirt,yellow shirt,0,attribute
red,red jacket found,2411618.jpg,jacket,woman,257998,where is woman in red jacket,red jacket,1,attribute
red,no red jacket found,2370230.jpg,jacket,woman,-257998,where is woman in red jacket,red jacket,0,attribute
red,red jacket found,2411618.jpg,jacket,woman,258002,what person is dressed in a red jacket,red jacket,1,attribute
red,no red jacket found,2362636.jpg,jacket,woman,-258002,what person is dressed in a red jacket,red jacket,0,attribute
curly,curly hair found,2411580.jpg,hair,man,258074,how tall is man with curly hair,curly hair,1,attribute
curly,no curly hair found,2334388.jpg,hair,man,-258074,how tall is man with curly hair,curly hair,0,attribute
brown,brown jacket found,2411570.jpg,jacket,man,258098,how come man has brown jacket,brown jacket,1,attribute
brown,no brown jacket found,2409000.jpg,jacket,man,-258098,how come man has brown jacket,brown jacket,0,attribute
striped,striped shirt found,2411556.jpg,shirt,man,258138,where is man in striped shirt,striped shirt,1,attribute
striped,no striped shirt found,2379186.jpg,shirt,man,-258138,where is man in striped shirt,striped shirt,0,attribute
white,white jacket found,2411555.jpg,jacket,man,258148,why is man dressed in black and white jacket,white jacket,1,attribute
white,no white jacket found,2413015.jpg,jacket,man,-258148,why is man dressed in black and white jacket,white jacket,0,attribute
brown,brown jacket found,2411542.jpg,jacket,woman,258192,how come woman dressed in brown jacket,brown jacket,1,attribute
brown,no brown jacket found,2326253.jpg,jacket,woman,-258192,how come woman dressed in brown jacket,brown jacket,0,attribute
white,white shoe found,2411534.jpg,shoe,man,258212,why is man has on blue and white shoe,white shoe,1,attribute
white,no white shoe found,2383905.jpg,shoe,man,-258212,why is man has on blue and white shoe,white shoe,0,attribute
white,white shoe found,2411534.jpg,shoe,man,258214,where is man wearing blue and white shoe,white shoe,1,attribute
white,no white shoe found,2403437.jpg,shoe,man,-258214,where is man wearing blue and white shoe,white shoe,0,attribute
blue,blue shirt found,2411534.jpg,shirt,man,258220,why is man in blue shirt,blue shirt,1,attribute
blue,no blue shirt found,2348077.jpg,shirt,man,-258220,why is man in blue shirt,blue shirt,0,attribute
gray,gray jacket found,2411527.jpg,jacket,man,258230,why is man in blue and gray jacket,gray jacket,1,attribute
gray,no gray jacket found,285711.jpg,jacket,man,-258230,why is man in blue and gray jacket,gray jacket,0,attribute
brown,brown hair found,2411515.jpg,hair,man,258278,where is man with brown hair and sunglasses,brown hair,1,attribute
brown,no brown hair found,2349487.jpg,hair,man,-258278,where is man with brown hair and sunglasses,brown hair,0,attribute
red,red hat found,2411515.jpg,hat,person,258282,how come person with red hat video recording,red hat,1,attribute
red,no red hat found,2412536.jpg,hat,person,-258282,how come person with red hat video recording,red hat,0,attribute
blue,blue hat found,2411504.jpg,hat,man,258292,how tall is man in striped shirt and blue hat,blue hat,1,attribute
blue,no blue hat found,2350116.jpg,hat,man,-258292,how tall is man in striped shirt and blue hat,blue hat,0,attribute
yellow,yellow jacket found,2411498.jpg,jacket,woman,258296,how come woman has on a brown and yellow jacket,yellow jacket,1,attribute
yellow,no yellow jacket found,2408694.jpg,jacket,woman,-258296,how come woman has on a brown and yellow jacket,yellow jacket,0,attribute
white,white shirt found,2415216.jpg,shirt,woman,258340,what is a woman has on a white shirt doing,white shirt,1,attribute
white,no white shirt found,2368216.jpg,shirt,woman,-258340,what is a woman has on a white shirt doing,white shirt,0,attribute
blue,blue jean found,2415216.jpg,jean,woman,258342,who is dressed in blue jeans,blue jean,1,attribute
blue,no blue jean found,2416721.jpg,jean,woman,-258342,who is dressed in blue jeans,blue jean,0,attribute
blue,blue shirt found,2415220.jpg,shirt,man,258354,what person is in a blue shirt,blue shirt,1,attribute
blue,no blue shirt found,2352899.jpg,shirt,man,-258354,what person is in a blue shirt,blue shirt,0,attribute
"short,brown",short brown hair found,2415225.jpg,hair,man,258374,what is this man has short brown hair looking at,short brown hair,1,attribute
